USD,ARS,1000
USD,ARS,1001
USD,ARS,1002
USD,ARS,1003
USD,ARS,1004
USD,ARS,1005
USD,ARS,1006
USD,ARS,1007
USD,ARS,1008
USD,ARS,1009
USD,ARS,1010
USD,ARS,1011
USD,ARS,1012
USD,ARS,1013
USD,ARS,1014
USD,ARS,1015
USD,ARS,1016
USD,ARS,1017
USD,ARS,1018
USD,ARS,1019
USD,ARS,1020
USD,ARS,1021
USD,ARS,1022
USD,ARS,1023
USD,ARS,1024
USD,ARS,1025
USD,ARS,1026
USD,ARS,1027
USD,ARS,1028
USD,ARS,1029
USD,ARS,1030
USD,ARS,1031
USD,ARS,1032
USD,ARS,1033
USD,ARS,1034
USD,ARS,1035
USD,ARS,1036
USD,ARS,1037
USD,ARS,1038
USD,ARS,1039
USD,ARS,1040
USD,ARS,1041
USD,ARS,1042
USD,ARS,1043
USD,ARS,1044
USD,ARS,1045
USD,ARS,1046
USD,ARS,1047
USD,ARS,1048
USD,ARS,1049
USD,ARS,1050
USD,ARS,1051
USD,ARS,1052
USD,ARS,1053
USD,ARS,1054
USD,ARS,1055
USD,ARS,1056
USD,ARS,1057
USD,ARS,1058
USD,ARS,1059
USD,ARS,1060
USD,ARS,1061
USD,ARS,1062
USD,ARS,1063
USD,ARS,1064
USD,ARS,1065
USD,ARS,1066
USD,ARS,1067
USD,ARS,1068
USD,ARS,1069
USD,ARS,1070
USD,ARS,1071
USD,ARS,1072
USD,ARS,1073
USD,ARS,1074
USD,ARS,1075
USD,ARS,1076
USD,ARS,1077
USD,ARS,1078
USD,ARS,1079
USD,ARS,1080
USD,ARS,1081
USD,ARS,1082
USD,ARS,1083
USD,ARS,1084
USD,ARS,1085
USD,ARS,1086
USD,ARS,1087
USD,ARS,1088
USD,ARS,1089
USD,ARS,1090
USD,ARS,1091
USD,ARS,1092
USD,ARS,1093
USD,ARS,1094
USD,ARS,1095
USD,ARS,1096
USD,ARS,1097
USD,ARS,1098
USD,ARS,1099
USD,ARS,1100
USD,ARS,1101
USD,ARS,1102
USD,ARS,1103
USD,ARS,1104
USD,ARS,1105
USD,ARS,1106
USD,ARS,1107
USD,ARS,1108
USD,ARS,1109
USD,ARS,1110
USD,ARS,1111
USD,ARS,1112
USD,ARS,1113
USD,ARS,1114
USD,ARS,1115
USD,ARS,1116
USD,ARS,1117
USD,ARS,1118
USD,ARS,1119
USD,ARS,1120
USD,ARS,1121
USD,ARS,1122
USD,ARS,1123
USD,ARS,1124
USD,ARS,1125
USD,ARS,1126
USD,ARS,1127
USD,ARS,1128
USD,ARS,1129
USD,ARS,1130
USD,ARS,1131
USD,ARS,1132
USD,ARS,1133
USD,ARS,1134
USD,ARS,1135
USD,ARS,1136
USD,ARS,1137
USD,ARS,1138
USD,ARS,1139
USD,ARS,1140
USD,ARS,1141
USD,ARS,1142
USD,ARS,1143
USD,ARS,1144
USD,ARS,1145
USD,ARS,1146
USD,ARS,1147
USD,ARS,1148
USD,ARS,1149
USD,ARS,1150
USD,ARS,1151
USD,ARS,1152
USD,ARS,1153
USD,ARS,1154
USD,ARS,1155
USD,ARS,1156
USD,ARS,1157
USD,ARS,1158
USD,ARS,1159
USD,ARS,1160
USD,ARS,1161
USD,ARS,1162
USD,ARS,1163
USD,ARS,1164
USD,ARS,1165
USD,ARS,1166
USD,ARS,1167
USD,ARS,1168
USD,ARS,1169
USD,ARS,1170
USD,ARS,1171
USD,ARS,1172
USD,ARS,1173
USD,ARS,1174
USD,ARS,1175
USD,ARS,1176
USD,ARS,1177
USD,ARS,1178
USD,ARS,1179
USD,ARS,1180
USD,ARS,1181
USD,ARS,1182
USD,ARS,1183
USD,ARS,1184
USD,ARS,1185
USD,ARS,1186
USD,ARS,1187
USD,ARS,1188
USD,ARS,1189
USD,ARS,1190
USD,ARS,1191
USD,ARS,1192
USD,ARS,1193
USD,ARS,1194
USD,ARS,1195
USD,ARS,1196
USD,ARS,1197
USD,ARS,1198
USD,ARS,1199
USD,ARS,1200
USD,ARS,1201
USD,ARS,1202
USD,ARS,1203
USD,ARS,1204
USD,ARS,1205
USD,ARS,1206
USD,ARS,1207
USD,ARS,1208
USD,ARS,1209
USD,ARS,1210
USD,ARS,1211
USD,ARS,1212
USD,ARS,1213
USD,ARS,1214
USD,ARS,1215
USD,ARS,1216
USD,ARS,1217
USD,ARS,1218
USD,ARS,1219
USD,ARS,1220
USD,ARS,1221
USD,ARS,1222
USD,ARS,1223
USD,ARS,1224
USD,ARS,1225
USD,ARS,1226
USD,ARS,1227
USD,ARS,1228
USD,ARS,1229
USD,ARS,1230
USD,ARS,1231
USD,ARS,1232
USD,ARS,1233
USD,ARS,1234
USD,ARS,1235
USD,ARS,1236
USD,ARS,1237
USD,ARS,1238
USD,ARS,1239
USD,ARS,1240
USD,ARS,1241
USD,ARS,1242
USD,ARS,1243
USD,ARS,1244
USD,ARS,1245
USD,ARS,1246
USD,ARS,1247
USD,ARS,1248
USD,ARS,1249
USD,ARS,1250
USD,ARS,1251
USD,ARS,1252
USD,ARS,1253
USD,ARS,1254
USD,ARS,1255
USD,ARS,1256
USD,ARS,1257
USD,ARS,1258
USD,ARS,1259
USD,ARS,1260
USD,ARS,1261
USD,ARS,1262
USD,ARS,1263
USD,ARS,1264
USD,ARS,1265
USD,ARS,1266
USD,ARS,1267
USD,ARS,1268
USD,ARS,1269
USD,ARS,1270
USD,ARS,1271
USD,ARS,1272
USD,ARS,1273
USD,ARS,1274
USD,ARS,1275
USD,ARS,1276
USD,ARS,1277
USD,ARS,1278
USD,ARS,1279
USD,ARS,1280
USD,ARS,1281
USD,ARS,1282
USD,ARS,1283
USD,ARS,1284
USD,ARS,1285
USD,ARS,1286
USD,ARS,1287
USD,ARS,1288
USD,ARS,1289
USD,ARS,1290
USD,ARS,1291
USD,ARS,1292
USD,ARS,1293
USD,ARS,1294
USD,ARS,1295
USD,ARS,1296
USD,ARS,1297
USD,ARS,1298
USD,ARS,1299
USD,ARS,1300
USD,ARS,1301
USD,ARS,1302
USD,ARS,1303
USD,ARS,1304
USD,ARS,1305
USD,ARS,1306
USD,ARS,1307
USD,ARS,1308
USD,ARS,1309
USD,ARS,1310
USD,ARS,1311
USD,ARS,1312
USD,ARS,1313
USD,ARS,1314
USD,ARS,1315
USD,ARS,1316
USD,ARS,1317
USD,ARS,1318
USD,ARS,1319
USD,ARS,1320
USD,ARS,1321
USD,ARS,1322
USD,ARS,1323
USD,ARS,1324
USD,ARS,1325
USD,ARS,1326
USD,ARS,1327
USD,ARS,1328
USD,ARS,1329
USD,ARS,1330
USD,ARS,1331
USD,ARS,1332
USD,ARS,1333
USD,ARS,1334
USD,ARS,1335
USD,ARS,1336
USD,ARS,1337
USD,ARS,1338
USD,ARS,1339
USD,ARS,1340
USD,ARS,1341
USD,ARS,1342
USD,ARS,1343
USD,ARS,1344
USD,ARS,1345
USD,ARS,1346
USD,ARS,1347
USD,ARS,1348
USD,ARS,1349
USD,ARS,1350
USD,ARS,1351
USD,ARS,1352
USD,ARS,1353
USD,ARS,1354
USD,ARS,1355
USD,ARS,1356
USD,ARS,1357
USD,ARS,1358
USD,ARS,1359
USD,ARS,1360
USD,ARS,1361
USD,ARS,1362
USD,ARS,1363
USD,ARS,1364
USD,ARS,1365
USD,ARS,1366
USD,ARS,1367
USD,ARS,1368
USD,ARS,1369
USD,ARS,1370
USD,ARS,1371
USD,ARS,1372
USD,ARS,1373
USD,ARS,1374
USD,ARS,1375
USD,ARS,1376
USD,ARS,1377
USD,ARS,1378
USD,ARS,1379
USD,ARS,1380
USD,ARS,1381
USD,ARS,1382
USD,ARS,1383
USD,ARS,1384
USD,ARS,1385
USD,ARS,1386
USD,ARS,1387
USD,ARS,1388
USD,ARS,1389
USD,ARS,1390
USD,ARS,1391
USD,ARS,1392
USD,ARS,1393
USD,ARS,1394
USD,ARS,1395
USD,ARS,1396
USD,ARS,1397
USD,ARS,1398
USD,ARS,1399
USD,ARS,1400